9.4500000E+00,3.0279810E+48
9.5000000E+00,4.0026574E+48
9.5500000E+00,4.6848376E+48
9.6000000E+00,4.8294670E+48
9.6500000E+00,4.2930694E+48
9.7000000E+00,3.1233563E+48
9.7500000E+00,1.5506480E+48
9.8000000E+00,-9.8823678E+46
9.8500000E+00,-1.5166879E+48
9.9000000E+00,-2.5156529E+48
9.9500000E+00,-3.0725215E+48
1.0000000E+01,-3.2744325E+48
